Transcript_ID,Gene_ID
mRNA14677,mRNA14677
mRNA14678,mRNA14678
mRNA14679,mRNA14679
mRNA14680,mRNA14680
mRNA14681,mRNA14681
mRNA14682,mRNA14682
mRNA14683,mRNA14683
mRNA14684,mRNA14684
mRNA14685,mRNA14685
mRNA14686,mRNA14686
mRNA14687,mRNA14687
mRNA14688,mRNA14688
mRNA14689,mRNA14689
mRNA14690,mRNA14690
mRNA14691,mRNA14691
mRNA14692,mRNA14692
mRNA14693,mRNA14693
mRNA14694,mRNA14694
mRNA14695,mRNA14695
mRNA14696,mRNA14696
mRNA14697,mRNA14697
mRNA14698,mRNA14698
mRNA14699,mRNA14699
mRNA14700,mRNA14700
mRNA14701,mRNA14701
mRNA14702,mRNA14702
mRNA14703,mRNA14703
mRNA14704,mRNA14704
mRNA14705,mRNA14705
mRNA14706,mRNA14706
mRNA14707,mRNA14707
mRNA14708,mRNA14708
mRNA14709,mRNA14709
mRNA14710,mRNA14710
mRNA14711,mRNA14711
mRNA14712,mRNA14712
mRNA14713,mRNA14713
mRNA14714,mRNA14714
mRNA14715,mRNA14715
mRNA14716,mRNA14716
mRNA14717,mRNA14717
mRNA14718,mRNA14718
mRNA14719,mRNA14719
mRNA14720,mRNA14720
mRNA14721,mRNA14721
mRNA14722,mRNA14722
mRNA14723,mRNA14723
mRNA14724,mRNA14724
mRNA14725,mRNA14725
mRNA14726,mRNA14726
mRNA14727,mRNA14727
mRNA14728,mRNA14728
mRNA14729,mRNA14729
mRNA14730,mRNA14730
mRNA14731,mRNA14731
mRNA14732,mRNA14732
mRNA14733,mRNA14733
mRNA14734,mRNA14734
mRNA14735,mRNA14735
mRNA14736,mRNA14736
mRNA14737,mRNA14737
mRNA14738,mRNA14738
mRNA14739,mRNA14739
mRNA14740,mRNA14740
mRNA14741,mRNA14741
mRNA14742,mRNA14742
mRNA14743,mRNA14743
mRNA14744,mRNA14744
mRNA14745,mRNA14745
mRNA14746,mRNA14746
mRNA14747,mRNA14747
mRNA14748,mRNA14748
mRNA14749,mRNA14749
mRNA14750,mRNA14750
mRNA14751,mRNA14751
mRNA14752,mRNA14752
mRNA14753,mRNA14753
mRNA14754,mRNA14754
mRNA14755,mRNA14755
mRNA14756,mRNA14756
mRNA14757,mRNA14757
mRNA14758,mRNA14758
mRNA14759,mRNA14759
mRNA14760,mRNA14760
mRNA14761,mRNA14761
mRNA14762,mRNA14762
mRNA14763,mRNA14763
mRNA14764,mRNA14764
mRNA14765,mRNA14765
mRNA14766,mRNA14766
mRNA14767,mRNA14767
mRNA14768,mRNA14768
mRNA14769,mRNA14769
mRNA14770,mRNA14770
mRNA14771,mRNA14771
mRNA14772,mRNA14772
mRNA14773,mRNA14773
mRNA14774,mRNA14774
mRNA14775,mRNA14775
mRNA14776,mRNA14776
mRNA14777,mRNA14777
mRNA14778,mRNA14778
mRNA14779,mRNA14779
mRNA14780,mRNA14780
mRNA14781,mRNA14781
mRNA14782,mRNA14782
mRNA14783,mRNA14783
mRNA14784,mRNA14784
mRNA14785,mRNA14785
mRNA14786,mRNA14786
mRNA14787,mRNA14787
mRNA14788,mRNA14788
mRNA14789,mRNA14789
mRNA14790,mRNA14790
mRNA14791,mRNA14791
mRNA14792,mRNA14792
mRNA14793,mRNA14793
mRNA14794,mRNA14794
mRNA14795,mRNA14795
mRNA14796,mRNA14796
mRNA14797,mRNA14797
mRNA14798,mRNA14798
mRNA14799,mRNA14799
mRNA14800,mRNA14800
mRNA14801,mRNA14801
mRNA14802,mRNA14802
mRNA14803,mRNA14803
mRNA14804,mRNA14804
mRNA14805,mRNA14805
mRNA14806,mRNA14806
mRNA14807,mRNA14807
mRNA14808,mRNA14808
mRNA14809,mRNA14809
mRNA14810,mRNA14810
mRNA14811,mRNA14811
mRNA14812,mRNA14812
mRNA14813,mRNA14813
mRNA14814,mRNA14814
mRNA14815,mRNA14815
mRNA14816,mRNA14816
mRNA14817,mRNA14817
mRNA14818,mRNA14818
mRNA14819,mRNA14819
mRNA14820,mRNA14820
mRNA14821,mRNA14821
mRNA14822,mRNA14822
mRNA14823,mRNA14823
mRNA14824,mRNA14824
mRNA14825,mRNA14825
mRNA14826,mRNA14826
mRNA14827,mRNA14827
mRNA14828,mRNA14828
mRNA14829,mRNA14829
mRNA14830,mRNA14830
mRNA14831,mRNA14831
mRNA14832,mRNA14832
mRNA14833,mRNA14833
mRNA14834,mRNA14834
mRNA14835,mRNA14835
mRNA14836,mRNA14836
mRNA14837,mRNA14837
mRNA14838,mRNA14838
mRNA14839,mRNA14839
mRNA14840,mRNA14840
mRNA14841,mRNA14841
mRNA14842,mRNA14842
mRNA14843,mRNA14843
mRNA14844,mRNA14844
mRNA14845,mRNA14845
mRNA14846,mRNA14846
mRNA14847,mRNA14847
mRNA14848,mRNA14848
mRNA14849,mRNA14849
mRNA14850,mRNA14850
mRNA14851,mRNA14851
mRNA14852,mRNA14852
mRNA14853,mRNA14853
mRNA14854,mRNA14854
mRNA14855,mRNA14855
mRNA14856,mRNA14856
mRNA14857,mRNA14857
mRNA14858,mRNA14858
mRNA14859,mRNA14859
mRNA14860,mRNA14860
mRNA14861,mRNA14861
mRNA14862,mRNA14862
mRNA14863,mRNA14863
mRNA14864,mRNA14864
mRNA14865,mRNA14865
mRNA14866,mRNA14866
mRNA14867,mRNA14867
mRNA14868,mRNA14868
mRNA14869,mRNA14869
mRNA14870,mRNA14870
mRNA14871,mRNA14871
mRNA14872,mRNA14872
mRNA14873,mRNA14873
mRNA14874,mRNA14874
mRNA14875,mRNA14875
mRNA14876,mRNA14876
mRNA14877,mRNA14877
mRNA14878,mRNA14878
mRNA14879,mRNA14879
mRNA14880,mRNA14880
mRNA14881,mRNA14881
mRNA14882,mRNA14882
mRNA14883,mRNA14883
mRNA14884,mRNA14884
mRNA14885,mRNA14885
mRNA14886,mRNA14886
mRNA14887,mRNA14887
mRNA14888,mRNA14888
mRNA14889,mRNA14889
mRNA14890,mRNA14890
mRNA14891,mRNA14891
mRNA14892,mRNA14892
mRNA14893,mRNA14893
mRNA14894,mRNA14894
mRNA14895,mRNA14895
mRNA14896,mRNA14896
mRNA14897,mRNA14897
mRNA14898,mRNA14898
mRNA14899,mRNA14899
mRNA14900,mRNA14900
mRNA14901,mRNA14901
mRNA14902,mRNA14902
mRNA14903,mRNA14903
mRNA14904,mRNA14904
mRNA14905,mRNA14905
mRNA14906,mRNA14906
mRNA14907,mRNA14907
mRNA14908,mRNA14908
mRNA14909,mRNA14909
mRNA14910,mRNA14910
mRNA14911,mRNA14911
mRNA14912,mRNA14912
mRNA14913,mRNA14913
mRNA14914,mRNA14914
mRNA14915,mRNA14915
mRNA14916,mRNA14916
mRNA14917,mRNA14917
mRNA14918,mRNA14918
mRNA14919,mRNA14919
mRNA14920,mRNA14920
mRNA14921,mRNA14921
mRNA14922,mRNA14922
mRNA14923,mRNA14923
mRNA14924,mRNA14924
mRNA14925,mRNA14925
mRNA14926,mRNA14926
mRNA14927,mRNA14927
mRNA14928,mRNA14928
mRNA14929,mRNA14929
mRNA14930,mRNA14930
mRNA14931,mRNA14931
mRNA14932,mRNA14932
mRNA14933,mRNA14933
mRNA14934,mRNA14934
mRNA14935,mRNA14935
mRNA14936,mRNA14936
mRNA14937,mRNA14937
mRNA14938,mRNA14938
mRNA14939,mRNA14939
mRNA14940,mRNA14940
mRNA14941,mRNA14941
mRNA14942,mRNA14942
mRNA14943,mRNA14943
mRNA14944,mRNA14944
mRNA14945,mRNA14945
mRNA14946,mRNA14946
mRNA14947,mRNA14947
mRNA14948,mRNA14948
mRNA14949,mRNA14949
mRNA14950,mRNA14950
mRNA14951,mRNA14951
mRNA14952,mRNA14952
mRNA14953,mRNA14953
mRNA14954,mRNA14954
mRNA14955,mRNA14955
mRNA14956,mRNA14956
mRNA14957,mRNA14957
mRNA14958,mRNA14958
mRNA14959,mRNA14959
mRNA14960,mRNA14960
mRNA14961,mRNA14961
mRNA14962,mRNA14962
mRNA14963,mRNA14963
mRNA14964,mRNA14964
mRNA14965,mRNA14965
mRNA14966,mRNA14966
mRNA14967,mRNA14967
mRNA14968,mRNA14968
mRNA14969,mRNA14969
mRNA14970,mRNA14970
mRNA14971,mRNA14971
mRNA14972,mRNA14972
mRNA14973,mRNA14973
mRNA14974,mRNA14974
mRNA14975,mRNA14975
mRNA14976,mRNA14976
mRNA14977,mRNA14977
mRNA14978,mRNA14978
mRNA14979,mRNA14979
mRNA14980,mRNA14980
mRNA14981,mRNA14981
mRNA14982,mRNA14982
mRNA14983,mRNA14983
mRNA14984,mRNA14984
mRNA14985,mRNA14985
mRNA14986,mRNA14986
mRNA14987,mRNA14987
mRNA14988,mRNA14988
mRNA14989,mRNA14989
mRNA14990,mRNA14990
mRNA14991,mRNA14991
mRNA14992,mRNA14992
mRNA14993,mRNA14993
mRNA14994,mRNA14994
mRNA14995,mRNA14995
mRNA14996,mRNA14996
mRNA14997,mRNA14997
mRNA14998,mRNA14998
mRNA14999,mRNA14999
mRNA15000,mRNA15000
mRNA15001,mRNA15001
mRNA15002,mRNA15002
mRNA15003,mRNA15003
mRNA15004,mRNA15004
mRNA15005,mRNA15005
mRNA15006,mRNA15006
mRNA15007,mRNA15007
mRNA15008,mRNA15008
mRNA15009,mRNA15009
mRNA15010,mRNA15010
mRNA15011,mRNA15011
mRNA15012,mRNA15012
mRNA15013,mRNA15013
mRNA15014,mRNA15014
mRNA15015,mRNA15015
mRNA15016,mRNA15016
mRNA15017,mRNA15017
mRNA15018,mRNA15018
mRNA15019,mRNA15019
mRNA15020,mRNA15020
mRNA15021,mRNA15021
mRNA15022,mRNA15022
mRNA15023,mRNA15023
mRNA15024,mRNA15024
mRNA15025,mRNA15025
mRNA15026,mRNA15026
mRNA15027,mRNA15027
mRNA15028,mRNA15028
mRNA15029,mRNA15029
mRNA15030,mRNA15030
mRNA15031,mRNA15031
mRNA15032,mRNA15032
mRNA15033,mRNA15033
mRNA15034,mRNA15034
mRNA15035,mRNA15035
mRNA15036,mRNA15036
mRNA15037,mRNA15037
mRNA15038,mRNA15038
mRNA15039,mRNA15039
mRNA15040,mRNA15040
mRNA15041,mRNA15041
mRNA15042,mRNA15042
mRNA15043,mRNA15043
mRNA15044,mRNA15044
mRNA15045,mRNA15045
mRNA15046,mRNA15046
mRNA15047,mRNA15047
mRNA15048,mRNA15048
mRNA15049,mRNA15049
mRNA15050,mRNA15050
mRNA15051,mRNA15051
mRNA15052,mRNA15052
mRNA15053,mRNA15053
mRNA15054,mRNA15054
mRNA15055,mRNA15055
mRNA15056,mRNA15056
mRNA15057,mRNA15057
mRNA15058,mRNA15058
mRNA15059,mRNA15059
mRNA15060,mRNA15060
mRNA15061,mRNA15061
mRNA15062,mRNA15062
mRNA15063,mRNA15063
mRNA15064,mRNA15064
mRNA15065,mRNA15065
mRNA15066,mRNA15066
mRNA15067,mRNA15067
mRNA15068,mRNA15068
mRNA15069,mRNA15069
mRNA15070,mRNA15070
mRNA15071,mRNA15071
mRNA15072,mRNA15072
mRNA15073,mRNA15073
mRNA15074,mRNA15074
mRNA15075,mRNA15075
mRNA15076,mRNA15076
mRNA15077,mRNA15077
mRNA15078,mRNA15078
mRNA15079,mRNA15079
mRNA15080,mRNA15080
mRNA15081,mRNA15081
mRNA15082,mRNA15082
mRNA15083,mRNA15083
mRNA15084,mRNA15084
mRNA15085,mRNA15085
mRNA15086,mRNA15086
mRNA15087,mRNA15087
mRNA15088,mRNA15088
mRNA15089,mRNA15089
mRNA15090,mRNA15090
mRNA15091,mRNA15091
mRNA15092,mRNA15092
mRNA15093,mRNA15093
mRNA15094,mRNA15094
mRNA15095,mRNA15095
mRNA15096,mRNA15096
mRNA15097,mRNA15097
mRNA15098,mRNA15098
mRNA15099,mRNA15099
mRNA15100,mRNA15100
mRNA15101,mRNA15101
mRNA15102,mRNA15102
mRNA15103,mRNA15103
mRNA15104,mRNA15104
mRNA15105,mRNA15105
mRNA15106,mRNA15106
mRNA15107,mRNA15107
mRNA15108,mRNA15108
mRNA15109,mRNA15109
mRNA15110,mRNA15110
mRNA15111,mRNA15111
mRNA15112,mRNA15112
mRNA15113,mRNA15113
mRNA15114,mRNA15114
mRNA15115,mRNA15115
mRNA15116,mRNA15116
mRNA15117,mRNA15117
mRNA15118,mRNA15118
mRNA15119,mRNA15119
mRNA15120,mRNA15120
mRNA15121,mRNA15121
mRNA15122,mRNA15122
mRNA15123,mRNA15123
mRNA15124,mRNA15124
mRNA15125,mRNA15125
mRNA15126,mRNA15126
mRNA15127,mRNA15127
mRNA15128,mRNA15128
mRNA15129,mRNA15129
mRNA15130,mRNA15130
mRNA15131,mRNA15131
mRNA15132,mRNA15132
mRNA15133,mRNA15133
mRNA15134,mRNA15134
mRNA15135,mRNA15135
mRNA15136,mRNA15136
mRNA15137,mRNA15137
mRNA15138,mRNA15138
mRNA15139,mRNA15139
mRNA15140,mRNA15140
mRNA15141,mRNA15141
mRNA15142,mRNA15142
mRNA15143,mRNA15143
mRNA15144,mRNA15144
mRNA15145,mRNA15145
mRNA15146,mRNA15146
mRNA15147,mRNA15147
mRNA15148,mRNA15148
mRNA15149,mRNA15149
mRNA15150,mRNA15150
mRNA15151,mRNA15151
mRNA15152,mRNA15152
mRNA15153,mRNA15153
mRNA15154,mRNA15154
mRNA15155,mRNA15155
mRNA15156,mRNA15156
mRNA15157,mRNA15157
mRNA15158,mRNA15158
mRNA15159,mRNA15159
mRNA15160,mRNA15160
mRNA15161,mRNA15161
mRNA15162,mRNA15162
mRNA15163,mRNA15163
mRNA15164,mRNA15164
mRNA15165,mRNA15165
mRNA15166,mRNA15166
mRNA15167,mRNA15167
mRNA15168,mRNA15168
mRNA15169,mRNA15169
mRNA15170,mRNA15170
mRNA15171,mRNA15171
mRNA15172,mRNA15172
mRNA15173,mRNA15173
mRNA15174,mRNA15174
mRNA15175,mRNA15175
mRNA15176,mRNA15176
mRNA15177,mRNA15177
mRNA15178,mRNA15178
mRNA15179,mRNA15179
mRNA15180,mRNA15180
mRNA15181,mRNA15181
mRNA15182,mRNA15182
mRNA15183,mRNA15183
mRNA15184,mRNA15184
mRNA15185,mRNA15185
mRNA15186,mRNA15186
mRNA15187,mRNA15187
mRNA15188,mRNA15188
mRNA15189,mRNA15189
mRNA15190,mRNA15190
mRNA15191,mRNA15191
mRNA15192,mRNA15192
mRNA15193,mRNA15193
mRNA15194,mRNA15194
mRNA15195,mRNA15195
mRNA15196,mRNA15196
mRNA15197,mRNA15197
mRNA15198,mRNA15198
mRNA15199,mRNA15199
mRNA15200,mRNA15200
mRNA15201,mRNA15201
mRNA15202,mRNA15202
mRNA15203,mRNA15203
mRNA15204,mRNA15204
mRNA15205,mRNA15205
mRNA15206,mRNA15206
mRNA15207,mRNA15207
mRNA15208,mRNA15208
mRNA15209,mRNA15209
mRNA15210,mRNA15210
mRNA15211,mRNA15211
mRNA15212,mRNA15212
mRNA15213,mRNA15213
mRNA15214,mRNA15214
mRNA15215,mRNA15215
mRNA15216,mRNA15216
mRNA15217,mRNA15217
mRNA15218,mRNA15218
mRNA15219,mRNA15219
mRNA15220,mRNA15220
mRNA15221,mRNA15221
mRNA15222,mRNA15222
mRNA15223,mRNA15223
mRNA15224,mRNA15224
mRNA15225,mRNA15225
mRNA15226,mRNA15226
mRNA15227,mRNA15227
mRNA15228,mRNA15228
mRNA15229,mRNA15229
mRNA15230,mRNA15230
mRNA15231,mRNA15231
mRNA15232,mRNA15232
mRNA15233,mRNA15233
mRNA15234,mRNA15234
mRNA15235,mRNA15235
mRNA15236,mRNA15236
mRNA15237,mRNA15237
mRNA15238,mRNA15238
mRNA15239,mRNA15239
mRNA15240,mRNA15240
mRNA15241,mRNA15241
mRNA15242,mRNA15242
mRNA15243,mRNA15243
mRNA15244,mRNA15244
mRNA15245,mRNA15245
mRNA15246,mRNA15246
mRNA15247,mRNA15247
mRNA15248,mRNA15248
mRNA15249,mRNA15249
mRNA15250,mRNA15250
mRNA15251,mRNA15251
mRNA15252,mRNA15252
mRNA15253,mRNA15253
mRNA15254,mRNA15254
mRNA15255,mRNA15255
mRNA15256,mRNA15256
mRNA15257,mRNA15257
mRNA15258,mRNA15258
mRNA15259,mRNA15259
mRNA15260,mRNA15260
mRNA15261,mRNA15261
mRNA15262,mRNA15262
mRNA15263,mRNA15263
mRNA15264,mRNA15264
mRNA15265,mRNA15265
mRNA15266,mRNA15266
mRNA15267,mRNA15267
mRNA15268,mRNA15268
mRNA15269,mRNA15269
mRNA15270,mRNA15270
mRNA15271,mRNA15271
mRNA15272,mRNA15272
mRNA15273,mRNA15273
mRNA15274,mRNA15274
mRNA15275,mRNA15275
mRNA15276,mRNA15276
mRNA15277,mRNA15277
mRNA15278,mRNA15278
mRNA15279,mRNA15279
mRNA15280,mRNA15280
mRNA15281,mRNA15281
mRNA15282,mRNA15282
mRNA15283,mRNA15283
mRNA15284,mRNA15284
mRNA15285,mRNA15285
mRNA15286,mRNA15286
mRNA15287,mRNA15287
mRNA15288,mRNA15288
mRNA15289,mRNA15289
mRNA15290,mRNA15290
mRNA15291,mRNA15291
mRNA15292,mRNA15292
mRNA15293,mRNA15293
mRNA15294,mRNA15294
mRNA15295,mRNA15295
mRNA15296,mRNA15296
mRNA15297,mRNA15297
mRNA15298,mRNA15298
mRNA15299,mRNA15299
mRNA15300,mRNA15300
mRNA15301,mRNA15301
mRNA15302,mRNA15302
mRNA15303,mRNA15303
mRNA15304,mRNA15304
mRNA15305,mRNA15305
mRNA15306,mRNA15306
mRNA15307,mRNA15307
mRNA15308,mRNA15308
mRNA15309,mRNA15309
mRNA15310,mRNA15310
mRNA15311,mRNA15311
mRNA15312,mRNA15312
mRNA15313,mRNA15313
mRNA15314,mRNA15314
mRNA15315,mRNA15315
mRNA15316,mRNA15316
mRNA15317,mRNA15317
mRNA15318,mRNA15318
mRNA15319,mRNA15319
mRNA15320,mRNA15320
mRNA15321,mRNA15321
mRNA15322,mRNA15322
mRNA15323,mRNA15323
mRNA15324,mRNA15324
mRNA15325,mRNA15325
mRNA15326,mRNA15326
mRNA15327,mRNA15327
mRNA15328,mRNA15328
mRNA15329,mRNA15329
mRNA15330,mRNA15330
mRNA15331,mRNA15331
mRNA15332,mRNA15332
mRNA15333,mRNA15333
mRNA15334,mRNA15334
mRNA15335,mRNA15335
mRNA15336,mRNA15336
mRNA15337,mRNA15337
mRNA15338,mRNA15338
mRNA15339,mRNA15339
mRNA15340,mRNA15340
mRNA15341,mRNA15341
mRNA15342,mRNA15342
mRNA15343,mRNA15343
mRNA15344,mRNA15344
mRNA15345,mRNA15345
mRNA15346,mRNA15346
mRNA15347,mRNA15347
mRNA15348,mRNA15348
mRNA15349,mRNA15349
mRNA15350,mRNA15350
mRNA15351,mRNA15351
mRNA15352,mRNA15352
mRNA15353,mRNA15353
mRNA15354,mRNA15354
mRNA15355,mRNA15355
mRNA15356,mRNA15356
mRNA15357,mRNA15357
mRNA15358,mRNA15358
mRNA15359,mRNA15359
mRNA15360,mRNA15360
mRNA15361,mRNA15361
mRNA15362,mRNA15362
mRNA15363,mRNA15363
mRNA15364,mRNA15364
mRNA15365,mRNA15365
mRNA15366,mRNA15366
mRNA15367,mRNA15367
mRNA15368,mRNA15368
mRNA15369,mRNA15369
mRNA15370,mRNA15370
mRNA15371,mRNA15371
mRNA15372,mRNA15372
mRNA15373,mRNA15373
mRNA15374,mRNA15374
mRNA15375,mRNA15375
mRNA15376,mRNA15376
mRNA15377,mRNA15377
mRNA15378,mRNA15378
mRNA15379,mRNA15379
mRNA15380,mRNA15380
mRNA15381,mRNA15381
mRNA15382,mRNA15382
mRNA15383,mRNA15383
mRNA15384,mRNA15384
mRNA15385,mRNA15385
mRNA15386,mRNA15386
mRNA15387,mRNA15387
mRNA15388,mRNA15388
mRNA15389,mRNA15389
mRNA15390,mRNA15390
mRNA15391,mRNA15391
mRNA15392,mRNA15392
mRNA15393,mRNA15393
mRNA15394,mRNA15394
mRNA15395,mRNA15395
mRNA15396,mRNA15396
mRNA15397,mRNA15397
mRNA15398,mRNA15398
mRNA15399,mRNA15399
mRNA15400,mRNA15400
mRNA15401,mRNA15401
mRNA15402,mRNA15402
mRNA15403,mRNA15403
mRNA15404,mRNA15404
mRNA15405,mRNA15405
mRNA15406,mRNA15406
mRNA15407,mRNA15407
mRNA15408,mRNA15408
mRNA15409,mRNA15409
mRNA15410,mRNA15410
mRNA15411,mRNA15411
mRNA15412,mRNA15412
mRNA15413,mRNA15413
mRNA15414,mRNA15414
mRNA15415,mRNA15415
mRNA15416,mRNA15416
mRNA15417,mRNA15417
mRNA15418,mRNA15418
mRNA15419,mRNA15419
mRNA15420,mRNA15420
mRNA15421,mRNA15421
mRNA15422,mRNA15422
mRNA15423,mRNA15423
mRNA15424,mRNA15424
mRNA15425,mRNA15425
mRNA15426,mRNA15426
mRNA15427,mRNA15427
mRNA15428,mRNA15428
mRNA15429,mRNA15429
mRNA15430,mRNA15430
mRNA15431,mRNA15431
mRNA15432,mRNA15432
mRNA15433,mRNA15433
mRNA15434,mRNA15434
mRNA15435,mRNA15435
mRNA15436,mRNA15436
mRNA15437,mRNA15437
mRNA15438,mRNA15438
mRNA15439,mRNA15439
mRNA15440,mRNA15440
mRNA15441,mRNA15441
mRNA15442,mRNA15442
mRNA15443,mRNA15443
mRNA15444,mRNA15444
mRNA15445,mRNA15445
mRNA15446,mRNA15446
mRNA15447,mRNA15447
mRNA15448,mRNA15448
mRNA15449,mRNA15449
mRNA15450,mRNA15450
mRNA15451,mRNA15451
mRNA15452,mRNA15452
mRNA15453,mRNA15453
mRNA15454,mRNA15454
mRNA15455,mRNA15455
mRNA15456,mRNA15456
mRNA15457,mRNA15457
mRNA15458,mRNA15458
mRNA15459,mRNA15459
mRNA15460,mRNA15460
mRNA15461,mRNA15461
mRNA15462,mRNA15462
mRNA15463,mRNA15463
mRNA15464,mRNA15464
mRNA15465,mRNA15465
mRNA15466,mRNA15466
mRNA15467,mRNA15467
mRNA15468,mRNA15468
mRNA15469,mRNA15469
mRNA15470,mRNA15470
mRNA15471,mRNA15471
mRNA15472,mRNA15472
mRNA15473,mRNA15473
mRNA15474,mRNA15474
mRNA15475,mRNA15475
mRNA15476,mRNA15476
mRNA15477,mRNA15477
mRNA15478,mRNA15478
mRNA15479,mRNA15479
mRNA15480,mRNA15480
mRNA15481,mRNA15481
mRNA15482,mRNA15482
mRNA15483,mRNA15483
mRNA15484,mRNA15484
mRNA15485,mRNA15485
mRNA15486,mRNA15486
mRNA15487,mRNA15487
mRNA15488,mRNA15488
mRNA15489,mRNA15489
mRNA15490,mRNA15490
mRNA15491,mRNA15491
mRNA15492,mRNA15492
mRNA15493,mRNA15493
mRNA15494,mRNA15494
mRNA15495,mRNA15495
mRNA15496,mRNA15496
mRNA15497,mRNA15497
mRNA15498,mRNA15498
mRNA15499,mRNA15499
mRNA15500,mRNA15500
mRNA15501,mRNA15501
mRNA15502,mRNA15502
mRNA15503,mRNA15503
mRNA15504,mRNA15504
mRNA15505,mRNA15505
mRNA15506,mRNA15506
mRNA15507,mRNA15507
mRNA15508,mRNA15508
mRNA15509,mRNA15509
mRNA15510,mRNA15510
mRNA15511,mRNA15511
mRNA15512,mRNA15512
mRNA15513,mRNA15513
mRNA15514,mRNA15514
mRNA15515,mRNA15515
mRNA15516,mRNA15516
mRNA15517,mRNA15517
mRNA15518,mRNA15518
mRNA15519,mRNA15519
mRNA15520,mRNA15520
mRNA15521,mRNA15521
mRNA15522,mRNA15522
mRNA15523,mRNA15523
mRNA15524,mRNA15524
mRNA15525,mRNA15525
mRNA15526,mRNA15526
mRNA15527,mRNA15527
mRNA15528,mRNA15528
mRNA15529,mRNA15529
mRNA15530,mRNA15530
mRNA15531,mRNA15531
mRNA15532,mRNA15532
mRNA15533,mRNA15533
mRNA15534,mRNA15534
mRNA15535,mRNA15535
mRNA15536,mRNA15536
mRNA15537,mRNA15537
mRNA15538,mRNA15538
mRNA15539,mRNA15539
mRNA15540,mRNA15540
mRNA15541,mRNA15541
mRNA15542,mRNA15542
mRNA15543,mRNA15543
mRNA15544,mRNA15544
mRNA15545,mRNA15545
mRNA15546,mRNA15546
mRNA15547,mRNA15547
mRNA15548,mRNA15548
mRNA15549,mRNA15549
mRNA15550,mRNA15550
mRNA15551,mRNA15551
mRNA15552,mRNA15552
mRNA15553,mRNA15553
mRNA15554,mRNA15554
mRNA15555,mRNA15555
mRNA15556,mRNA15556
mRNA15557,mRNA15557
mRNA15558,mRNA15558
mRNA15559,mRNA15559
mRNA15560,mRNA15560
mRNA15561,mRNA15561
mRNA15562,mRNA15562
mRNA15563,mRNA15563
mRNA15564,mRNA15564
mRNA15565,mRNA15565
mRNA15566,mRNA15566
mRNA15567,mRNA15567
mRNA15568,mRNA15568
mRNA15569,mRNA15569
mRNA15570,mRNA15570
mRNA15571,mRNA15571
mRNA15572,mRNA15572
mRNA15573,mRNA15573
mRNA15574,mRNA15574
mRNA15575,mRNA15575
mRNA15576,mRNA15576
mRNA15577,mRNA15577
mRNA15578,mRNA15578
mRNA15579,mRNA15579
mRNA15580,mRNA15580
mRNA15581,mRNA15581
mRNA15582,mRNA15582
mRNA15583,mRNA15583
mRNA15584,mRNA15584
mRNA15585,mRNA15585
mRNA15586,mRNA15586
mRNA15587,mRNA15587
mRNA15588,mRNA15588
mRNA15589,mRNA15589
mRNA15590,mRNA15590
mRNA15591,mRNA15591
mRNA15592,mRNA15592
mRNA15593,mRNA15593
mRNA15594,mRNA15594
mRNA15595,mRNA15595
mRNA15596,mRNA15596
mRNA15597,mRNA15597
mRNA15598,mRNA15598
mRNA15599,mRNA15599
mRNA15600,mRNA15600
mRNA15601,mRNA15601
mRNA15602,mRNA15602
mRNA15603,mRNA15603
mRNA15604,mRNA15604
mRNA15605,mRNA15605
mRNA15606,mRNA15606
mRNA15607,mRNA15607
mRNA15608,mRNA15608
mRNA15609,mRNA15609
mRNA15610,mRNA15610
mRNA15611,mRNA15611
mRNA15612,mRNA15612
mRNA15613,mRNA15613
mRNA15614,mRNA15614
mRNA15615,mRNA15615
mRNA15616,mRNA15616
mRNA15617,mRNA15617
mRNA15618,mRNA15618
mRNA15619,mRNA15619
mRNA15620,mRNA15620
mRNA15621,mRNA15621
mRNA15622,mRNA15622
mRNA15623,mRNA15623
mRNA15624,mRNA15624
mRNA15625,mRNA15625
mRNA15626,mRNA15626
mRNA15627,mRNA15627
mRNA15628,mRNA15628
mRNA15629,mRNA15629
mRNA15630,mRNA15630
mRNA15631,mRNA15631
mRNA15632,mRNA15632
mRNA15633,mRNA15633
mRNA15634,mRNA15634
mRNA15635,mRNA15635
mRNA15636,mRNA15636
mRNA15637,mRNA15637
mRNA15638,mRNA15638
mRNA15639,mRNA15639
mRNA15640,mRNA15640
mRNA15641,mRNA15641
mRNA15642,mRNA15642
mRNA15643,mRNA15643
mRNA15644,mRNA15644
mRNA15645,mRNA15645
mRNA15646,mRNA15646
mRNA15647,mRNA15647
mRNA15648,mRNA15648
mRNA15649,mRNA15649
mRNA15650,mRNA15650
mRNA15651,mRNA15651
mRNA15652,mRNA15652
mRNA15653,mRNA15653
mRNA15654,mRNA15654
mRNA15655,mRNA15655
mRNA15656,mRNA15656
mRNA15657,mRNA15657
mRNA15658,mRNA15658
mRNA15659,mRNA15659
mRNA15660,mRNA15660
mRNA15661,mRNA15661
mRNA15662,mRNA15662
mRNA15663,mRNA15663
mRNA15664,mRNA15664
mRNA15665,mRNA15665
mRNA15666,mRNA15666
mRNA15667,mRNA15667
mRNA15668,mRNA15668
mRNA15669,mRNA15669
mRNA15670,mRNA15670
mRNA15671,mRNA15671
mRNA15672,mRNA15672
mRNA15673,mRNA15673
mRNA15674,mRNA15674
